place,year,lga,state,fpi_score,annual_rainfall_mm,population_exposed_thousands
Zugurma,2024,Mashegu,Niger,3.727235079,940,71
ZUNGERU,2024,Wushishi,Niger,4.502665997,505,68
Zurak,2024,Wase,Plateau,3.556076765,264,58
Zurmi,2024,Zurmi,Zamfara,4.166771412,1303,73
Zuru,2024,Zuru,Kebbi,3.589984179,759,35
ABA,2025,Aba South,Abia,7.50133276,1592,94
Abakaliki,2025,Ebonyi,Ebonyi,8.702993393,1810,71
Abaragba,2025,Ikom,Cross River,7.13762188,325,45
ABEOKUTA,2025,Abeokuta South,Ogun,5.639134407,328,12
Abong,2025,Kurmi,Taraba,5.265940189,1013,36
ABUJA,2025,Abuja Municipal,Federal Capital Territory,6.492620945,838,14
Addo,2025,Iseyin,Oyo,5.122452736,1543,52
Adebka,2025,Bukkuyum,Zamfara,3.528077602,1419,87
Ado,2025,Ado-Odo/Ota,Ogun,6.088512421,1462,50
Ado-Ekiti,2025,Ado Ekiti,Ekiti,6.671414375,1055,55
Afikpo,2025,Afikpo North,Ebonyi,7.977696896,803,65
Agam,2025,Kajuru,Kaduna,5.304568768,898,57
Agbado,2025,Gbonyin,Ekiti,7.737593651,227,15
Agbor,2025,Ika South,Delta,9.135044098,1250,11
Ageri,2025,Odeda,Ogun,6.042120457,1687,35
Aggi,2025,Ekeremor,Bayelsa,6.646482468,1847,80
Agholopke,2025,Okpe,Delta,7.906369686,1291,54
Ago Amadu,2025,Saki East,Oyo,3.488477707,1644,70
Ago-Owu,2025,Ayedaade,Osun,6.973296165,1942,90
Agunrege,2025,Atigbo,Oyo,4.118697643,235,61
Aiyetoro,2025,Egbado North,Ogun,5.902883053,1736,86
Ajapa,2025,Ese Odo,Ondo,7.003599644,455,61
AJASSE IPO,2025,Irepodun,Kwara,5.767420769,1430,54
Ajebo,2025,Obafemi Owode,Ogun,7.212625504,966,91
Akerre,2025,Wushishi,Niger,4.713709354,1056,69
Akowe,2025,Afijio,Oyo,5.295659065,696,15
Akungba,2025,Akoko South-West,Ondo,7.729958534,1225,44
Akure,2025,Akure South,Ondo,7.027157307,652,56
Akwana,2025,Logo,Benue,6.738284111,831,43
Akwanga,2025,Akwanga,Nasarawa,6.781094551,760,66
Alagarno,2025,Fune,Yobe,1.872615337,663,21
Alakuka,2025,Ijebu East,Ogun,7.336566448,1014,98
Alawa,2025,Shiroro,Niger,5.120666027,1978,50
Alkalere,2025,Alkaleri,Bauchi,3.957652092,1742,70
Alla Soka,2025,Imeko Afon,Ogun,4.940420151,1613,55
Amaku,2025,Nasarawa,Nasarawa,7.783700943,303,25
Amper,2025,Kanke,Plateau,4.926767826,1361,20
Andaha,2025,Akwanga,Nasarawa,6.315689564,108,62
Anderai,2025,Maiyama,Kebbi,2.926424742,213,71
Anka,2025,Anka,Zamfara,4.167696953,1777,8
Ankpa,2025,Ankpa,Kogi,9.168793678,1738,60
Apawa,2025,Yorro,Taraba,3.714053869,1812,43
Apoi,2025,Southern Ijaw,Bayelsa,5.506895542,1393,22
Araromi,2025,Moro,Kwara,4.027590752,1251,56
Arege,2025,Abadam,Borno,1.008477807,1251,90
Argungu,2025,Argungu,Kebbi,2.907056808,1805,71
ASABA,2025,Oshimili South,Delta,9.005683899,914,73
Askira,2025,Askira/Uba,Borno,0.965685725,1629,16
Atijere,2025,Ilaje,Ondo,7.532912731,985,10
Atsuku,2025,Kurmi,Taraba,5.255364895,1645,59
Atuma,2025,Giwa,Kaduna,4.522643089,843,15
Auchi,2025,Etsako West,Edo,8.791595459,1014,96
Augi,2025,Augie,Kebbi,2.501268625,150,31
Auna,2025,Magama,Niger,3.342003345,1009,27
Auno,2025,Konduga,Borno,1.299040914,1336,39
Awe,2025,Awe,Nasarawa,6.708742142,1748,48
Awgu,2025,Awgu,Enugu,8.873680115,1056,19
Awja Awdaw,2025,Egbado North,Ogun,5.961877823,175,70
Awka,2025,Awka South,Anambra,9.095298767,738,78
Ayale,2025,Dekina,Kogi,8.599263191,1578,46
Ayangba,2025,Dekina,Kogi,8.86279583,1947,73
Ayere,2025,Ijumu,Kogi,7.62760973,1913,46
Azare,2025,Katagum,Bauchi,3.251192808,580,77
Babampa,2025,Tsafe,Zamfara,4.431003571,1553,63
Babana,2025,Borgu,Niger,2.192224503,1905,86
Babura,2025,Babura,Jigawa,3.487133741,1039,46
BADAGRI,2025,Badagry,Lagos,6.219741821,1101,56
Badir,2025,Chibok,Borno,0.996608555,1906,33
Badu,2025,Guzamala,Borno,1.135441065,1523,64
Baga,2025,Kukawa,Borno,0.617956042,800,76
Bagega,2025,Anka,Zamfara,3.776333094,1605,95
Bagizza,2025,Arewa,Kebbi,2.299916744,388,91
Bajida,2025,Fakai,Kebbi,3.520788193,770,13
Bakara,2025,Nasarawa,Nasarawa,7.349125862,1348,71
Bakoreji,2025,Alkaleri,Bauchi,3.593238115,1245,96
Bakori,2025,Bakori,Katsina,4.730034351,1496,83
Bakundi,2025,Bali,Taraba,4.731464386,1070,37
BAMA,2025,Bama,Borno,1.046402216,339,17
Bamgi,2025,Gudu,Sokoto,2.694063425,1756,6
Bandegi,2025,Gbako,Niger,4.806777477,143,22
Bani,2025,Bagudo,Kebbi,2.579490423,1034,77
Bansara,2025,Ogoja,Cross River,8.112038612,343,78
Bara,2025,Kirfi,Bauchi,2.89224577,1279,47
Barakin Ladi,2025,Barkin Ladi,Plateau,5.242258549,1984,27
Barasa,2025,Fufure,Adamawa,2.411104441,1655,25
Baro,2025,Agaie,Niger,6.751984596,876,7
Bashar,2025,Wase,Plateau,4.238837242,855,69
BAUCHI,2025,Bauchi,Bauchi,4.221144676,327,37
Baure,2025,Baure,Katsina,3.570100307,1801,56
Bear Town,2025,Warri North,Delta,7.44628334,116,24
Bebeji,2025,Bebeji,Kano,4.772662163,1940,47
Bele,2025,Bagudo,Kebbi,3.073498249,778,18
Beli,2025,Bali,Taraba,4.592086792,1483,53
Bena,2025,Wasagu/Danko,Kebbi,3.633558273,560,21
Beni,2025,Kirfi,Bauchi,3.455906153,1884,59
Beni,2025,Muya,Niger,5.560151577,188,85
BENIN CITY,2025,Oredo,Edo,8.598799706,1862,71
Besse,2025,Koko/Besse,Kebbi,3.034823895,390,44
Bichi,2025,Bichi,Kano,4.455278397,1190,25
Bida,2025,Monguno,Borno,0.778756142,1314,69
BIDA,2025,Bida,Niger,5.800563812,444,57
Bilachi,2025,Fufure,Adamawa,1.250587821,1845,77
BIN YAURI,2025,Ngaski,Kebbi,3.345891237,1901,91
Bingi,2025,Bungudu,Zamfara,3.600773573,1170,24
Birnin Bako,2025,Sumaila,Kano,4.382920265,1738,66
Birnin Gwari,2025,Birnin Gwari,Kaduna,4.928378582,742,66
Birnin Kebbi,2025,Birnin Kebbi,Kebbi,2.86547327,1557,51
Birnin Kudu,2025,Birnin Kudu,Jigawa,4.037179947,1504,46
Birnin Tudu,2025,Gummi,Zamfara,3.406443119,634,65
Birniwa,2025,Biriniwa,Jigawa,3.184782267,690,54
Birri,2025,Nafada,Gombe,2.41513133,115,14
Bissaula,2025,Kurmi,Taraba,5.810112476,598,35
BIU,2025,Biu,Borno,1.562156439,1957,11
Biusare,2025,Gulani,Yobe,1.87645936,430,71
Bobi,2025,Mariga,Niger,4.455879688,828,32
Boju Ega,2025,Otukpo,Benue,8.501438141,1433,48
Bokanj,2025,Mokwa,Niger,4.143810749,705,56
Bokkos,2025,Bokkos,Plateau,5.498126984,297,75
Bopo,2025,Apa,Benue,8.829000473,671,100
Bornu Kiji,2025,Fune,Yobe,2.448724747,1505,96
Budo-Ago,2025,Itesiwaju,Oyo,4.550089359,1948,42
Buga,2025,Toto,Nasarawa,7.515821457,1894,24
Bui,2025,Arewa,Kebbi,2.869271517,1094,46
BUKURU,2025,Jos South,Plateau,5.014818668,1701,43
Bulabulin,2025,Guzamala,Borno,1.148111582,1103,18
Bulangu,2025,Kafin Hausa,Jigawa,3.147322416,1432,24
Bulkachuwa,2025,Katagum,Bauchi,3.272779703,252,61
Bulofa,2025,Agaie,Niger,6.194776535,397,90
Buluk Buluk,2025,Yunusari,Yobe,1.650481224,168,98
Buma,2025,Hawul,Borno,1.749616981,1979,67
Bundi,2025,Gubio,Borno,0.9873873,1700,86
Bungudu,2025,Bungudu,Zamfara,3.523245573,1847,75
Buni,2025,Gujba,Yobe,1.574484348,633,26
Bunkari,2025,Binji,Sokoto,2.713377714,1359,94
Buratai,2025,Biu,Borno,1.946681976,1593,37
Burji,2025,Doguwa,Kano,4.458450794,1536,68
Buruku,2025,Chikun,Kaduna,5.009525299,1242,28
Burumburum,2025,Tudun Wada,Kano,4.090006351,195,44
BURUTU,2025,Burutu,Delta,7.229584217,455,49
Buya,2025,Bagudo,Kebbi,3.111046553,711,30
CALABAR,2025,Calabar South,Cross River,5.820339203,548,46
Charati,2025,Lavun,Niger,4.467010021,1639,31
Cheranchi,2025,Charanchi,Katsina,4.255380154,312,99
Chibok,2025,Chibok,Borno,1.303748965,1319,46
Chinade,2025,Katagum,Bauchi,3.333245277,1568,84
Chinka,2025,Ibi,Taraba,6.672175884,263,83
Chirawa,2025,Geidam,Yobe,1.284088612,1547,67
Dababe,2025,Toro,Bauchi,4.862234592,1368,35
Dabalam,2025,Tarmuwa,Yobe,2.200494289,703,40
Dadiya,2025,Balanga,Gombe,2.789773464,918,70
Dagere,2025,Birnin Kebbi,Kebbi,2.710806847,1327,100
Dakingari,2025,Suru,Kebbi,2.261935472,904,37
Dalijam,2025,Rabah,Sokoto,3.129402637,743,88
Dalla Jorau,2025,Potiskum,Yobe,2.411366701,1608,85
Dalwa West,2025,Konduga,Borno,1.788317561,431,60
Damaga,2025,Maradun,Zamfara,3.712339163,1839,11
DAMATURU,2025,Damaturu,Yobe,1.587622046,1152,53
Dambam,2025,Damban,Bauchi,2.785457611,845,25
Dambarta,2025,Dambatta,Kano,4.197494507,1256,76
Damboa,2025,Damboa,Borno,1.635274887,1608,75
Damola,2025,Ijebu North,Ogun,6.851423264,1485,22
Damshin,2025,Shendam,Plateau,5.72468853,1878,8
Dan Dume,2025,Dandume,Katsina,5.015663147,1867,44
Dan Gulbi,2025,Maru,Zamfara,3.589607,1397,76
Dangara,2025,Kwali,Federal Capital Territory,7.296186447,1458,67
Dange,2025,Dange Shuni,Sokoto,3.324510336,1521,38
Danja,2025,Danja,Katsina,4.501979828,1113,98
Dapchi,2025,Bursari,Yobe,1.687716007,430,80
Daraga,2025,Maru,Zamfara,4.180696011,1212,70
Darana,2025,Bagudo,Kebbi,2.625373602,1071,31
Darma Galadima,2025,Illela,Sokoto,2.923627615,1063,23
Daudawa,2025,Faskari,Katsina,4.831535339,848,48
Daura,2025,Daura,Katsina,3.920542002,1329,61
DAURA,2025,Fune,Yobe,2.113622665,576,24
Deba Habe,2025,Yamaltu/Deba,Gombe,2.130069971,222,41
Degema,2025,Akuku-Toru,Rivers,6.059381485,1380,11
Dekala Gwejim,2025,Borgu,Niger,2.61783433,1209,94
Digimsa,2025,Biriniwa,Jigawa,3.490343094,193,84
Dikwa,2025,Dikwa,Borno,1.272592664,1200,98
Dilla,2025,Shomgom,Gombe,2.587867498,1448,36
Dipchari,2025,Bama,Borno,0.676699936,512,49
Dirindaji,2025,Sakaba,Kebbi,4.015575886,588,18
Doili,2025,Gubio,Borno,2.057962656,1642,46
Dokan Tofa,2025,Shendam,Plateau,5.423038483,1298,20
Doma,2025,Doma,Nasarawa,7.156220913,141,95
Dong,2025,Demsa,Adamawa,2.905237198,1726,28
Donga,2025,Donga,Taraba,6.296198368,1045,51
Doufoumbara,2025,Zurmi,Zamfara,3.58710885,730,69
Doumbourou,2025,Zurmi,Zamfara,3.905510902,173,79
Duchin Magaji,2025,Mashegu,Niger,3.821438551,449,39
Dudu,2025,Mobbar,Borno,1.317871332,1505,72
Dukku,2025,Dukku,Gombe,3.011145592,1661,24
Duku,2025,Rijau,Niger,3.205381632,513,70
Dull,2025,Tafawa Balewa,Bauchi,4.177421093,574,60
Dumaji,2025,Edu,Kwara,4.933073044,1254,100
Dumburum,2025,Tarmuwa,Yobe,1.891048431,965,8
Dunari,2025,Malam Madori,Jigawa,3.127469301,961,63
Duni,2025,Atakumosa East,Osun,6.769402981,1328,65
Dure Karguma,2025,Gwoza,Borno,0.980615556,548,36
Duru,2025,Dutse,Jigawa,4.592729092,1695,16
Dutsi,2025,Dutsi,Katsina,4.047471046,944,32
Dutsin Ma,2025,Dutsin Ma,Katsina,4.256177425,1932,86
Eban,2025,Mashegu,Niger,3.559253931,596,90
EBUTE METTA,2025,Lagos Mainland,Lagos,7.118908882,1086,64
EDDE,2025,Ede North,Osun,6.032980442,1447,41
Effon-Alaiye,2025,Oriade,Osun,6.21929884,1169,33
Egbe,2025,Yagba West,Kogi,5.789708614,486,22
EHA-AMUFU,2025,Isi Uzo,Enugu,8.958081245,1314,19
Ehor,2025,Uhunmwonde,Edo,9.001508713,658,51
Ejigbo,2025,Ejigbo,Osun,5.547229767,1292,72
ENUGU,2025,Enugu North,Enugu,9.266439438,1699,95
ENUGU-EZIKE,2025,Igbo Eze North,Enugu,9.188956261,706,28
Epe,2025,Epe,Lagos,7.017986298,532,9
Eruwa,2025,Ibarapa East,Oyo,5.563008308,853,39
Esabang,2025,Obubra,Cross River,7.179590702,471,71
Fagan Kawo,2025,Sule Tankarkar,Jigawa,3.674768448,1172,92
Falali,2025,Sumaila,Kano,4.535487175,1126,85
Faskari,2025,Faskari,Katsina,4.320770264,1120,34
Fellagi,2025,Mashegu,Niger,3.229313612,951,92
Fika,2025,Fika,Yobe,2.381256819,263,51
Fokku,2025,Kebbe,Sokoto,3.014266968,1144,90
Foniweitoro,2025,Southern Ijaw,Bayelsa,4.965488434,1430,82
Forcados,2025,Burutu,Delta,7.194206238,1956,57
Frukama,2025,Bomadi,Delta,7.214706898,1490,28
Fuka,2025,Muya,Niger,5.587442398,1479,94
FUNTUA,2025,Funtua,Katsina,4.204872608,819,81
Fuskam Mata,2025,Bassa,Plateau,4.381314278,1521,11
Gabarin,2025,Darazo,Bauchi,3.251266718,945,99
Gada,2025,Gada,Sokoto,2.462901831,792,63
Gadam,2025,Kwami,Gombe,2.547009706,293,10
Gadau,2025,Itas/Gadau,Bauchi,3.443885803,237,16
Gadna,2025,Shiroro,Niger,4.826936722,1504,99
Gafiya,2025,Kaita,Katsina,3.189614534,946,45
Gajale,2025,Bebeji,Kano,4.950369358,915,49
Gajiram,2025,Nganzai,Borno,1.168060303,966,25
Galadi,2025,Maigatari,Jigawa,3.184966803,1245,44
Galadi,2025,Shinkafi,Zamfara,3.064394474,1598,71
Gamawa,2025,Gamawa,Bauchi,2.929513216,296,14
Gamu,2025,Ganye,Adamawa,3.905846596,812,91
Gana,2025,Mokwa,Niger,4.54909277,1136,27
Ganegi,2025,Edati,Niger,5.08372736,598,15
Ganga,2025,Chikun,Kaduna,4.237980366,188,97
Gangara,2025,Giwa,Kaduna,5.048264027,1142,79
Ganua,2025,Tambuwal,Sokoto,3.109240055,304,40
Garki,2025,Garki,Jigawa,3.806838751,588,52
Garkida,2025,Gombi,Adamawa,1.688608408,170,32
Garko,2025,Garko,Kano,4.363958359,228,47
Garun Gabbas,2025,Malam Madori,Jigawa,3.242242813,848,53
Garun Kurama,2025,Lere,Kaduna,5.058774471,321,36
Garunguna,2025,Karasuwa,Yobe,2.464857101,230,84
Gashagar,2025,Mobbar,Borno,0.633249223,1398,10
Gashua,2025,Bade,Yobe,2.027379036,1128,85
Gaska,2025,Fune,Yobe,2.106012821,907,37
Gaya,2025,Gaya,Kano,4.326237679,1214,71
Gayar,2025,Alkaleri,Bauchi,3.401641607,1799,88
Gbaki,2025,Mokwa,Niger,4.805096626,424,61
Gberia,2025,Kaiama,Kwara,3.244356155,1187,78
GBOKO,2025,Gboko,Benue,7.814249039,1772,93
Gbongan,2025,Ayedaade,Osun,6.65806818,1575,42
Geauri,2025,Tsafe,Zamfara,4.607551575,1584,44
Geidam,2025,Geidam,Yobe,1.456402183,1141,57
Gereng,2025,Girei,Adamawa,2.815436125,123,69
Gerkawa,2025,Mikang,Plateau,5.097002029,1123,96
Geza,2025,Dandi,Kebbi,3.135765791,1836,87
Gezawa,2025,Gezawa,Kano,4.221097469,971,25
Gidan Bahagu,2025,Kachia,Kaduna,5.041140079,1556,84
Gidan Makera,2025,Illela,Sokoto,2.433473825,918,33
Gidan Rai,2025,Doma,Nasarawa,7.689534664,867,36
Gimi,2025,Makarfi,Kaduna,4.974948883,241,84
Gindiri,2025,Mangu,Plateau,5.258608818,499,21
Giro,2025,Suru,Kebbi,3.168505907,1430,81
Giro-Masa,2025,Shanga,Kebbi,2.711456537,1725,82
Gitata,2025,Karu,Nasarawa,6.677601814,1020,92
Golbembal,2025,Gassol,Taraba,4.98168993,967,44
GOMBE,2025,Gombe,Gombe,2.421500921,579,49
Goniri,2025,Gujba,Yobe,1.678493381,873,48
Gubber,2025,Tarmuwa,Yobe,2.590596676,1338,75
Gubi,2025,Bauchi,Bauchi,4.006258011,701,25
Gubugbu,2025,Edu,Kwara,5.082557201,1987,27
Gudi,2025,Akwanga,Nasarawa,6.983244896,1479,18
Guga,2025,Bakori,Katsina,4.699391842,338,95
Guidan Kurau,2025,Sabon Birni,Sokoto,2.838194609,1426,18
Gujba,2025,Gujba,Yobe,1.443954349,1011,90
Gulani,2025,Gulani,Yobe,2.163053274,117,100
Gulbin Boka,2025,Mariga,Niger,3.945402622,631,19
Gulu,2025,Lapai,Niger,6.945521832,1960,69
Gulumba Gana,2025,Bama,Borno,0.880280912,1307,53
Guma,2025,Mashi,Katsina,3.71627903,823,57
GUMEL,2025,Gumel,Jigawa,3.738628626,467,53
Gummi,2025,Gummi,Zamfara,2.88948679,1473,7
Gumsa,2025,Geidam,Yobe,1.536418915,1057,43
Gumsi,2025,Machina,Yobe,2.493709087,1347,76
Gurai,2025,Magama,Niger,2.978853941,1213,46
Gurin,2025,Fufure,Adamawa,1.895633578,1805,22
Gusau,2025,Gusau,Zamfara,3.944205284,974,88
Gwadadi,2025,Rabah,Sokoto,3.483397722,210,57
Gwagwada,2025,Chikun,Kaduna,4.676136971,1461,25
Gwanara,2025,Baruten,Kwara,3.383827686,1796,59
GWARAM,2025,Gwaram,Jigawa,4.194957733,1549,48
Gwasero,2025,Baruten,Kwara,2.616105795,300,83
Gwashi,2025,Bukkuyum,Zamfara,3.469428778,1097,54
HADEJIA,2025,Hadejia,Jigawa,3.840497255,453,90
Hamdullahi,2025,Albasu,Kano,4.593775272,523,13
Harbo,2025,Jahun,Jigawa,3.669787407,650,50
Hardo Buba,2025,Biriniwa,Jigawa,3.151990652,300,81
Hong,2025,Hong,Adamawa,1.168170214,1312,88
IBADAN,2025,Ibadan North-West,Oyo,5.98099184,1243,71
Ibeto,2025,Magama,Niger,3.289495707,285,91
Ibi,2025,Ibi,Taraba,6.721358299,841,38
Ibillo,2025,Akoko Edo,Edo,8.337741852,928,15
Iboro,2025,Egbado North,Ogun,6.089290619,144,93
Ida,2025,Kagarko,Kaduna,5.923731327,547,75
Idah,2025,Idah,Kogi,8.755726814,956,58
Idanre,2025,Idanre,Ondo,7.900363922,169,66
Idi-lya,2025,Ido,Oyo,6.141246796,961,89
Idoani,2025,Ose,Ondo,8.031475067,1153,94
Idon,2025,Kauru,Kaduna,5.17455101,222,65
Ifaki,2025,Ido/Osi,Ekiti,6.660820484,171,38
Ife,2025,Yagba East,Kogi,7.515923023,443,96
IFE,2025,Ife East,Osun,6.50022459,596,63
Iferri,2025,Mariga,Niger,3.655919075,1388,53
Ifon,2025,Ose,Ondo,8.549340248,1772,85
Igabi,2025,Igabi,Kaduna,4.966792107,1896,6
Igana,2025,Iwajowa,Oyo,4.477926731,1275,100
Igangan,2025,Ibarapa North,Oyo,5.015192032,1046,51
Igbaja,2025,Ifelodun,Kwara,5.594799519,178,50
Igbara-Odo,2025,Ekiti South-West,Ekiti,7.019170761,1996,99
Igbekhue,2025,Orhionmwon,Edo,8.134644508,225,27
Igbessa,2025,Ado-Odo/Ota,Ogun,6.409950733,1136,14
Igbetti,2025,Olorunsogo,Oyo,4.074263573,830,41
Igbo Ora,2025,Ibarapa Central,Oyo,5.766834736,623,38
Igboho,2025,Orelope,Oyo,3.272261143,522,21
Igbor,2025,Gwer East,Benue,7.791068077,1356,96
Igbotako,2025,Okitipupa,Ondo,7.61230135,654,73
Ignohemwen,2025,Ovia North-East,Edo,7.246095657,1093,12
Igumale,2025,Ado,Benue,8.976329803,324,84
IHIALA,2025,Ihiala,Anambra,8.49596405,1143,30
IJEBU-ODE,2025,Ijebu Ode,Ogun,7.453739643,1155,15
Ijero,2025,Ijero,Ekiti,6.016540527,372,28
Ikang,2025,Akpabuyo,Cross River,4.666496277,1743,35
Ikara,2025,Ikara,Kaduna,4.852177143,804,69
Ikerre,2025,Ikere,Ekiti,7.897647858,1748,36
IKIRE,2025,Isokan,Osun,6.222873211,360,6
IKIRUN,2025,Ifelodun,Osun,6.155072689,1983,91
IKOM,2025,Ikom,Cross River,6.932573795,1815,60
IKORODU,2025,Ikorodu,Lagos,6.674897671,769,25
Ikosi,2025,Epe,Lagos,6.595427513,520,82
Ikot Ubo,2025,Nsit Ubium,Akwa Ibom,4.893981457,789,67
Ikot-Ekpene,2025,Ikot Ekpene,Akwa Ibom,6.90492487,595,47
ILA ORANGUN,2025,Ila,Osun,6.130118847,616,77
Ilaro,2025,Egbado South,Ogun,6.248347282,575,78
ILESHA,2025,Ilesa East,Osun,6.698462486,1241,15
Ilesha-Ibariba,2025,Baruten,Kwara,2.71313858,339,77
Illo,2025,Bagudo,Kebbi,2.582396984,1503,57
ILORIN,2025,Ilorin West,Kwara,4.874070644,809,43
Ilumawfin,2025,Epe,Lagos,7.08865881,639,89
Ilu-Omoba,2025,Gbonyin,Ekiti,7.465976238,1128,99
Imorun,2025,Odigbo,Ondo,6.765515804,476,25
Ingawa,2025,Ingawa,Katsina,4.644143581,232,90
Inyanagu,2025,Warri North,Delta,7.326128483,1389,63
Ipetu,2025,Oriade,Osun,7.032596588,1784,59
Iporo,2025,Oye,Ekiti,6.414659023,520,32
Iranyin,2025,Surulere,Oyo,5.515256405,325,6
Irele,2025,Irele,Ondo,7.884139538,638,23
Iri,2025,Rijau,Niger,3.498062849,1921,33
Irrua,2025,Esan Central,Edo,9.185061455,1664,19
ISA,2025,Isa,Sokoto,3.409287453,1486,23
Isampo,2025,Bomadi,Delta,7.344758987,1530,55
Isanlu-Esa,2025,Yagba West,Kogi,5.87068367,1827,15
Ise,2025,Ise/Orun,Ekiti,7.759553432,187,5
ISEYIN,2025,Iseyin,Oyo,4.867567062,311,68
Ishaga,2025,Oshodi-Isolo,Lagos,6.70306921,370,90
Itapa,2025,Oye,Ekiti,7.07096529,927,86
Itas,2025,Itas/Gadau,Bauchi,3.709306479,524,51
Itobe,2025,Ofu,Kogi,8.834438324,1142,20
Iwerekun,2025,Ibeju-Lekki,Lagos,6.959952354,1686,28
IWO,2025,Iwo,Osun,5.833914757,982,22
Iyahe,2025,Yala,Cross River,7.697588921,1565,73
Izge Rana,2025,Gwoza,Borno,1.639791131,980,68
Izom,2025,Gurara,Niger,6.102492809,1167,70
J. Abdullahi,2025,Bali,Taraba,4.513862133,1753,50
Jada,2025,Jada,Adamawa,3.389431953,952,34
Jajibiriri,2025,Yunusari,Yobe,1.683045387,100,20
Jakusko,2025,Jakusko,Yobe,2.742449045,1772,27
Jalam,2025,Damban,Bauchi,2.459306002,1860,70
JALINGO,2025,Jalingo,Taraba,3.551886559,1971,38
JAMAARE,2025,Jama'are,Bauchi,3.605762243,901,11
Jambako,2025,Maradun,Zamfara,3.659512043,1883,9
Jarang,2025,Mayo Belwa,Adamawa,3.315707207,669,97
Jarmowo,2025,Giade,Bauchi,3.099780798,909,96
JEBBA,2025,Moro,Kwara,3.91663599,1246,8
Jega,2025,Jega,Kebbi,3.170298815,393,30
Jege,2025,Yagba East,Kogi,6.977425098,1653,100
Jen,2025,Lau,Taraba,2.762398243,1338,78
Jere,2025,Kagarko,Kaduna,5.615765572,761,74
Jiberu,2025,Girei,Adamawa,2.087673664,1201,63
Jibiya,2025,Jibia,Katsina,4.246753693,1078,66
Jilli,2025,Gubio,Borno,2.140810013,879,65
Jima,2025,Gbako,Niger,5.393736839,1596,10
Jimeta,2025,Yola North,Adamawa,2.350497484,1016,41
Jinjere,2025,Kogi,Kogi,8.403596878,1913,35
JOS,2025,Jos North,Plateau,4.643095016,518,22
KABBA,2025,Kabba/Bunu,Kogi,7.913939476,1435,89
Kabogi,2025,Mashegu,Niger,3.970349073,206,41
Kachako,2025,Takai,Kano,4.143636703,450,20
Kachia,2025,Kachia,Kaduna,5.541833878,1938,46
Kadagiwa,2025,Wurno,Sokoto,3.350080967,1587,31
Kadaura,2025,Birnin Gwari,Kaduna,4.640588284,981,24
Kade,2025,Shanga,Kebbi,3.183887243,344,41
KADUNA,2025,Kaduna North,Kaduna,5.248235226,846,26
KAFANCHAN,2025,Jema'a,Kaduna,6.048084259,241,13
Kafin,2025,Paikoro,Niger,5.6337533,483,34
Kagarko,2025,Kagarko,Kaduna,5.520396709,207,79
Kaiama,2025,Kaiama,Kwara,2.766551495,917,35
Kaingwa,2025,Arewa,Kebbi,2.646297693,1103,15
Kainyehu,2025,Toto,Nasarawa,8.577155113,1824,37
Kajiji,2025,Shagari,Sokoto,3.035525799,527,41
Kakangi,2025,Birnin Gwari,Kaduna,3.68745327,1630,87
Kala Kafra,2025,Kala/Balge,Borno,1.030358315,673,85
Kalgo,2025,Kalgo,Kebbi,2.904034853,486,19
Kali,2025,Borgu,Niger,3.265418053,1940,26
Kalmai,2025,Billiri,Gombe,2.9411273,1301,7
Kamba,2025,Dandi,Kebbi,2.633848667,948,60
KANGI,2025,Shanga,Kebbi,3.510463476,644,42
Kankara,2025,Kankara,Katsina,4.823275089,523,42
Kankiya,2025,Kankia,Katsina,4.200612068,885,64
Kanya Baba,2025,Babura,Jigawa,4.354379177,1137,91
Karagu,2025,Yunusari,Yobe,1.729198337,1975,44
Karama,2025,Gagarawa,Jigawa,4.010340691,892,22
Karauchi,2025,Maru,Zamfara,3.996131897,1416,76
Karaye,2025,Karaye,Kano,4.782861233,601,78
Kare,2025,Fika,Yobe,2.490950823,909,73
Kariari,2025,Bursari,Yobe,2.255213976,1872,74
Karim Lamido,2025,Karim-Lamido,Taraba,3.170796156,676,48
Karo,2025,Mokwa,Niger,3.48788619,822,11
Karshi,2025,Abuja Municipal,Federal Capital Territory,6.914188862,1270,86
Karunji,2025,Baruten,Kwara,2.228317976,1431,90
Kataergi,2025,Katcha,Niger,5.355322361,1291,54
Katagum,2025,Zaki,Bauchi,3.10787034,970,47
Katami,2025,Silame,Sokoto,2.451224089,412,44
Katamma,2025,Jakusko,Yobe,2.383711576,1366,16
KATSINA,2025,Katsina,Katsina,3.536791563,1317,39
KATSINA ALA,2025,Katsina Ala,Benue,7.592700481,130,17
Kaugama,2025,Kaugama,Jigawa,3.342753172,1155,61
Kaura Namoda,2025,Kaura Namoda,Zamfara,3.676588058,858,63
Kazaure,2025,Kazaure,Jigawa,4.11043644,1429,57
Keana,2025,Keana,Nasarawa,7.118016243,577,60
Kebbe,2025,Kebbe,Sokoto,3.639976501,1176,89
KEFFI,2025,Keffi,Nasarawa,6.70584631,392,24
Keffin Hausa,2025,Kafin Hausa,Jigawa,3.749218702,1063,39
Kembu,2025,Ngaski,Kebbi,3.31461072,1640,77
Kende,2025,Bagudo,Kebbi,3.321583986,767,35
Kenu,2025,Baruten,Kwara,2.877313852,1536,93
Kerun,2025,Bukkuyum,Zamfara,3.731762171,1018,59
Kesangala,2025,Nganzai,Borno,0.998960674,662,97
Kilogbe,2025,Baruten,Kwara,2.679473639,851,42
